# idx,cos,sin,hexPair  meanR=4095.99 varR=0.08 minR=4095.38 maxR=4096.59
3069,-2713,-3068,0xf404f567
3070,-3073,2709,0x0a95f3ff
3071,-2709,-3073,0xf3fff56b
3072,-3077,2704,0x0a90f3fb
3073,-2704,-3077,0xf3fbf570
3074,-3081,2699,0x0a8bf3f7
3075,-2699,-3081,0xf3f7f575
3076,-3085,2694,0x0a86f3f3
3077,-2694,-3085,0xf3f3f57a
3078,-3089,2690,0x0a82f3ef
3079,-2690,-3089,0xf3eff57e
3080,-3093,2685,0x0a7df3eb
3081,-2685,-3093,0xf3ebf583
3082,-3097,2680,0x0a78f3e7
3083,-2680,-3097,0xf3e7f588
3084,-3102,2675,0x0a73f3e2
3085,-2675,-3102,0xf3e2f58d
3086,-3106,2671,0x0a6ff3de
3087,-2671,-3106,0xf3def591
3088,-3110,2666,0x0a6af3da
3089,-2666,-3110,0xf3daf596
3090,-3114,2661,0x0a65f3d6
3091,-2661,-3114,0xf3d6f59b
3092,-3118,2656,0x0a60f3d2
3093,-2656,-3118,0xf3d2f5a0
3094,-3122,2652,0x0a5cf3ce
3095,-2652,-3122,0xf3cef5a4
3096,-3126,2647,0x0a57f3ca
3097,-2647,-3126,0xf3caf5a9
3098,-3130,2642,0x0a52f3c6
3099,-2642,-3130,0xf3c6f5ae
3100,-3134,2637,0x0a4df3c2
3101,-2637,-3134,0xf3c2f5b3
3102,-3138,2632,0x0a48f3be
3103,-2632,-3138,0xf3bef5b8
3104,-3142,2628,0x0a44f3ba
3105,-2628,-3142,0xf3baf5bc
3106,-3146,2623,0x0a3ff3b6
3107,-2623,-3146,0xf3b6f5c1
3108,-3150,2618,0x0a3af3b2
3109,-2618,-3150,0xf3b2f5c6
3110,-3154,2613,0x0a35f3ae
3111,-2613,-3154,0xf3aef5cb
3112,-3158,2608,0x0a30f3aa
3113,-2608,-3158,0xf3aaf5d0
3114,-3162,2603,0x0a2bf3a6
3115,-2603,-3162,0xf3a6f5d5
3116,-3166,2598,0x0a26f3a2
3117,-2598,-3166,0xf3a2f5da
3118,-3170,2594,0x0a22f39e
3119,-2594,-3170,0xf39ef5de
3120,-3174,2589,0x0a1df39a
3121,-2589,-3174,0xf39af5e3
3122,-3178,2584,0x0a18f396
3123,-2584,-3178,0xf396f5e8
3124,-3182,2579,0x0a13f392
3125,-2579,-3182,0xf392f5ed
3126,-3186,2574,0x0a0ef38e
3127,-2574,-3186,0xf38ef5f2
3128,-3190,2569,0x0a09f38a
3129,-2569,-3190,0xf38af5f7
3130,-3194,2564,0x0a04f386
3131,-2564,-3194,0xf386f5fc
3132,-3198,2559,0x09fff382
3133,-2559,-3198,0xf382f601
3134,-3202,2555,0x09fbf37e
3135,-2555,-3202,0xf37ef605
3136,-3206,2550,0x09f6f37a
3137,-2550,-3206,0xf37af60a
3138,-3210,2545,0x09f1f376
3139,-2545,-3210,0xf376f60f
3140,-3214,2540,0x09ecf372
3141,-2540,-3214,0xf372f614
3142,-3217,2535,0x09e7f36f
3143,-2535,-3217,0xf36ff619
3144,-3221,2530,0x09e2f36b
3145,-2530,-3221,0xf36bf61e
3146,-3225,2525,0x09ddf367
3147,-2525,-3225,0xf367f623
3148,-3229,2520,0x09d8f363
3149,-2520,-3229,0xf363f628
3150,-3233,2515,0x09d3f35f
3151,-2515,-3233,0xf35ff62d
3152,-3237,2510,0x09cef35b
3153,-2510,-3237,0xf35bf632
3154,-3241,2505,0x09c9f357
3155,-2505,-3241,0xf357f637
3156,-3244,2500,0x09c4f354
3157,-2500,-3244,0xf354f63c
3158,-3248,2495,0x09bff350
3159,-2495,-3248,0xf350f641
3160,-3252,2490,0x09baf34c
3161,-2490,-3252,0xf34cf646
3162,-3256,2485,0x09b5f348
3163,-2485,-3256,0xf348f64b
3164,-3260,2480,0x09b0f344
3165,-2480,-3260,0xf344f650
3166,-3264,2475,0x09abf340
3167,-2475,-3264,0xf340f655
3168,-3267,2470,0x09a6f33d
3169,-2470,-3267,0xf33df65a
3170,-3271,2465,0x09a1f339
3171,-2465,-3271,0xf339f65f
3172,-3275,2460,0x099cf335
3173,-2460,-3275,0xf335f664
3174,-3279,2455,0x0997f331
3175,-2455,-3279,0xf331f669
3176,-3282,2450,0x0992f32e
3177,-2450,-3282,0xf32ef66e
3178,-3286,2445,0x098df32a
3179,-2445,-3286,0xf32af673
3180,-3290,2440,0x0988f326
3181,-2440,-3290,0xf326f678
3182,-3294,2435,0x0983f322
3183,-2435,-3294,0xf322f67d
3184,-3297,2430,0x097ef31f
3185,-2430,-3297,0xf31ff682
3186,-3301,2425,0x0979f31b
3187,-2425,-3301,0xf31bf687
3188,-3305,2420,0x0974f317
3189,-2420,-3305,0xf317f68c
3190,-3309,2415,0x096ff313
3191,-2415,-3309,0xf313f691
3192,-3312,2410,0x096af310
3193,-2410,-3312,0xf310f696
3194,-3316,2405,0x0965f30c
3195,-2405,-3316,0xf30cf69b
3196,-3320,2399,0x095ff308
3197,-2399,-3320,0xf308f6a1
3198,-3323,2394,0x095af305
3199,-2394,-3323,0xf305f6a6
3200,-3327,2389,0x0955f301
3201,-2389,-3327,0xf301f6ab
3202,-3331,2384,0x0950f2fd
3203,-2384,-3331,0xf2fdf6b0
3204,-3334,2379,0x094bf2fa
3205,-2379,-3334,0xf2faf6b5
3206,-3338,2374,0x0946f2f6
3207,-2374,-3338,0xf2f6f6ba
3208,-3342,2369,0x0941f2f2
3209,-2369,-3342,0xf2f2f6bf
3210,-3345,2364,0x093cf2ef
3211,-2364,-3345,0xf2eff6c4
3212,-3349,2359,0x0937f2eb
3213,-2359,-3349,0xf2ebf6c9
3214,-3352,2353,0x0931f2e8
3215,-2353,-3352,0xf2e8f6cf
3216,-3356,2348,0x092cf2e4
3217,-2348,-3356,0xf2e4f6d4
3218,-3360,2343,0x0927f2e0
3219,-2343,-3360,0xf2e0f6d9
3220,-3363,2338,0x0922f2dd
3221,-2338,-3363,0xf2ddf6de
3222,-3367,2333,0x091df2d9
3223,-2333,-3367,0xf2d9f6e3
3224,-3370,2328,0x0918f2d6
3225,-2328,-3370,0xf2d6f6e8
3226,-3374,2322,0x0912f2d2
3227,-2322,-3374,0xf2d2f6ee
3228,-3378,2317,0x090df2ce
3229,-2317,-3378,0xf2cef6f3
3230,-3381,2312,0x0908f2cb
3231,-2312,-3381,0xf2cbf6f8
3232,-3385,2307,0x0903f2c7
3233,-2307,-3385,0xf2c7f6fd
3234,-3388,2302,0x08fef2c4
3235,-2302,-3388,0xf2c4f702
3236,-3392,2296,0x08f8f2c0
3237,-2296,-3392,0xf2c0f708
3238,-3395,2291,0x08f3f2bd
3239,-2291,-3395,0xf2bdf70d
3240,-3399,2286,0x08eef2b9
3241,-2286,-3399,0xf2b9f712
3242,-3402,2281,0x08e9f2b6
3243,-2281,-3402,0xf2b6f717
3244,-3406,2276,0x08e4f2b2
3245,-2276,-3406,0xf2b2f71c
3246,-3409,2270,0x08def2af
3247,-2270,-3409,0xf2aff722
3248,-3413,2265,0x08d9f2ab
3249,-2265,-3413,0xf2abf727
3250,-3416,2260,0x08d4f2a8
3251,-2260,-3416,0xf2a8f72c
3252,-3420,2255,0x08cff2a4
3253,-2255,-3420,0xf2a4f731
3254,-3423,2249,0x08c9f2a1
3255,-2249,-3423,0xf2a1f737
3256,-3426,2244,0x08c4f29e
3257,-2244,-3426,0xf29ef73c
3258,-3430,2239,0x08bff29a
3259,-2239,-3430,0xf29af741
3260,-3433,2234,0x08baf297
3261,-2234,-3433,0xf297f746
3262,-3437,2228,0x08b4f293
3263,-2228,-3437,0xf293f74c
3264,-3440,2223,0x08aff290
3265,-2223,-3440,0xf290f751
3266,-3444,2218,0x08aaf28c
3267,-2218,-3444,0xf28cf756
3268,-3447,2213,0x08a5f289
3269,-2213,-3447,0xf289f75b
3270,-3450,2207,0x089ff286
3271,-2207,-3450,0xf286f761
3272,-3454,2202,0x089af282
3273,-2202,-3454,0xf282f766
3274,-3457,2197,0x0895f27f
3275,-2197,-3457,0xf27ff76b
3276,-3461,2191,0x088ff27b
3277,-2191,-3461,0xf27bf771
3278,-3464,2186,0x088af278
3279,-2186,-3464,0xf278f776
3280,-3467,2181,0x0885f275
3281,-2181,-3467,0xf275f77b
3282,-3471,2175,0x087ff271
3283,-2175,-3471,0xf271f781
3284,-3474,2170,0x087af26e
3285,-2170,-3474,0xf26ef786
3286,-3477,2165,0x0875f26b
3287,-2165,-3477,0xf26bf78b
3288,-3481,2159,0x086ff267
3289,-2159,-3481,0xf267f791
3290,-3484,2154,0x086af264
3291,-2154,-3484,0xf264f796
3292,-3487,2149,0x0865f261
3293,-2149,-3487,0xf261f79b
3294,-3490,2143,0x085ff25e
3295,-2143,-3490,0xf25ef7a1
3296,-3494,2138,0x085af25a
3297,-2138,-3494,0xf25af7a6
3298,-3497,2133,0x0855f257
3299,-2133,-3497,0xf257f7ab
3300,-3500,2127,0x084ff254
3301,-2127,-3500,0xf254f7b1
3302,-3504,2122,0x084af250
3303,-2122,-3504,0xf250f7b6
3304,-3507,2117,0x0845f24d
3305,-2117,-3507,0xf24df7bb
3306,-3510,2111,0x083ff24a
3307,-2111,-3510,0xf24af7c1
3308,-3513,2106,0x083af247
3309,-2106,-3513,0xf247f7c6
3310,-3516,2100,0x0834f244
3311,-2100,-3516,0xf244f7cc
3312,-3520,2095,0x082ff240
3313,-2095,-3520,0xf240f7d1
3314,-3523,2090,0x082af23d
3315,-2090,-3523,0xf23df7d6
3316,-3526,2084,0x0824f23a
3317,-2084,-3526,0xf23af7dc
3318,-3529,2079,0x081ff237
3319,-2079,-3529,0xf237f7e1
3320,-3532,2073,0x0819f234
3321,-2073,-3532,0xf234f7e7
3322,-3536,2068,0x0814f230
3323,-2068,-3536,0xf230f7ec
3324,-3539,2062,0x080ef22d
3325,-2062,-3539,0xf22df7f2
3326,-3542,2057,0x0809f22a
3327,-2057,-3542,0xf22af7f7
3328,-3545,2052,0x0804f227
3329,-2052,-3545,0xf227f7fc
3330,-3548,2046,0x07fef224
3331,-2046,-3548,0xf224f802
3332,-3551,2041,0x07f9f221
3333,-2041,-3551,0xf221f807
3334,-3555,2035,0x07f3f21d
3335,-2035,-3555,0xf21df80d
3336,-3558,2030,0x07eef21a
3337,-2030,-3558,0xf21af812
3338,-3561,2024,0x07e8f217
3339,-2024,-3561,0xf217f818
3340,-3564,2019,0x07e3f214
3341,-2019,-3564,0xf214f81d
3342,-3567,2013,0x07ddf211
3343,-2013,-3567,0xf211f823
3344,-3570,2008,0x07d8f20e
3345,-2008,-3570,0xf20ef828
3346,-3573,2002,0x07d2f20b
3347,-2002,-3573,0xf20bf82e
3348,-3576,1997,0x07cdf208
3349,-1997,-3576,0xf208f833
3350,-3579,1992,0x07c8f205
3351,-1992,-3579,0xf205f838
3352,-3582,1986,0x07c2f202
3353,-1986,-3582,0xf202f83e
3354,-3585,1981,0x07bdf1ff
3355,-1981,-3585,0xf1fff843
3356,-3588,1975,0x07b7f1fc
3357,-1975,-3588,0xf1fcf849
3358,-3591,1970,0x07b2f1f9
3359,-1970,-3591,0xf1f9f84e
3360,-3594,1964,0x07acf1f6
3361,-1964,-3594,0xf1f6f854
3362,-3597,1958,0x07a6f1f3
3363,-1958,-3597,0xf1f3f85a
3364,-3600,1953,0x07a1f1f0
3365,-1953,-3600,0xf1f0f85f
3366,-3603,1947,0x079bf1ed
3367,-1947,-3603,0xf1edf865
3368,-3606,1942,0x0796f1ea
3369,-1942,-3606,0xf1eaf86a
3370,-3609,1936,0x0790f1e7
3371,-1936,-3609,0xf1e7f870
3372,-3612,1931,0x078bf1e4
3373,-1931,-3612,0xf1e4f875
3374,-3615,1925,0x0785f1e1
3375,-1925,-3615,0xf1e1f87b
3376,-3618,1920,0x0780f1de
3377,-1920,-3618,0xf1def880
3378,-3621,1914,0x077af1db
3379,-1914,-3621,0xf1dbf886
3380,-3624,1909,0x0775f1d8
3381,-1909,-3624,0xf1d8f88b
3382,-3627,1903,0x076ff1d5
3383,-1903,-3627,0xf1d5f891
3384,-3630,1898,0x076af1d2
3385,-1898,-3630,0xf1d2f896
3386,-3633,1892,0x0764f1cf
3387,-1892,-3633,0xf1cff89c
3388,-3636,1886,0x075ef1cc
3389,-1886,-3636,0xf1ccf8a2
3390,-3639,1881,0x0759f1c9
3391,-1881,-3639,0xf1c9f8a7
3392,-3642,1875,0x0753f1c6
3393,-1875,-3642,0xf1c6f8ad
3394,-3644,1870,0x074ef1c4
3395,-1870,-3644,0xf1c4f8b2
3396,-3647,1864,0x0748f1c1
3397,-1864,-3647,0xf1c1f8b8
3398,-3650,1858,0x0742f1be
3399,-1858,-3650,0xf1bef8be
3400,-3653,1853,0x073df1bb
3401,-1853,-3653,0xf1bbf8c3
3402,-3656,1847,0x0737f1b8
3403,-1847,-3656,0xf1b8f8c9
3404,-3659,1842,0x0732f1b5
3405,-1842,-3659,0xf1b5f8ce
3406,-3661,1836,0x072cf1b3
3407,-1836,-3661,0xf1b3f8d4
3408,-3664,1830,0x0726f1b0
3409,-1830,-3664,0xf1b0f8da
3410,-3667,1825,0x0721f1ad
3411,-1825,-3667,0xf1adf8df
3412,-3670,1819,0x071bf1aa
3413,-1819,-3670,0xf1aaf8e5
3414,-3673,1813,0x0715f1a7
3415,-1813,-3673,0xf1a7f8eb
3416,-3675,1808,0x0710f1a5
3417,-1808,-3675,0xf1a5f8f0
3418,-3678,1802,0x070af1a2
3419,-1802,-3678,0xf1a2f8f6
3420,-3681,1797,0x0705f19f
3421,-1797,-3681,0xf19ff8fb
3422,-3684,1791,0x06fff19c
3423,-1791,-3684,0xf19cf901
3424,-3686,1785,0x06f9f19a
3425,-1785,-3686,0xf19af907
3426,-3689,1780,0x06f4f197
3427,-1780,-3689,0xf197f90c
3428,-3692,1774,0x06eef194
3429,-1774,-3692,0xf194f912
3430,-3695,1768,0x06e8f191
3431,-1768,-3695,0xf191f918
3432,-3697,1763,0x06e3f18f
3433,-1763,-3697,0xf18ff91d
3434,-3700,1757,0x06ddf18c
3435,-1757,-3700,0xf18cf923
3436,-3703,1751,0x06d7f189
3437,-1751,-3703,0xf189f929
3438,-3705,1746,0x06d2f187
3439,-1746,-3705,0xf187f92e
3440,-3708,1740,0x06ccf184
3441,-1740,-3708,0xf184f934
3442,-3711,1734,0x06c6f181
3443,-1734,-3711,0xf181f93a
3444,-3713,1729,0x06c1f17f
3445,-1729,-3713,0xf17ff93f
3446,-3716,1723,0x06bbf17c
3447,-1723,-3716,0xf17cf945
3448,-3719,1717,0x06b5f179
3449,-1717,-3719,0xf179f94b
3450,-3721,1711,0x06aff177
3451,-1711,-3721,0xf177f951
3452,-3724,1706,0x06aaf174
3453,-1706,-3724,0xf174f956
3454,-3727,1700,0x06a4f171
3455,-1700,-3727,0xf171f95c
3456,-3729,1694,0x069ef16f
3457,-1694,-3729,0xf16ff962
3458,-3732,1689,0x0699f16c
3459,-1689,-3732,0xf16cf967
3460,-3734,1683,0x0693f16a
3461,-1683,-3734,0xf16af96d
3462,-3737,1677,0x068df167
3463,-1677,-3737,0xf167f973
3464,-3739,1671,0x0687f165
3465,-1671,-3739,0xf165f979
3466,-3742,1666,0x0682f162
3467,-1666,-3742,0xf162f97e
3468,-3745,1660,0x067cf15f
3469,-1660,-3745,0xf15ff984
3470,-3747,1654,0x0676f15d
3471,-1654,-3747,0xf15df98a
3472,-3750,1648,0x0670f15a
3473,-1648,-3750,0xf15af990
3474,-3752,1643,0x066bf158
3475,-1643,-3752,0xf158f995
3476,-3755,1637,0x0665f155
3477,-1637,-3755,0xf155f99b
3478,-3757,1631,0x065ff153
3479,-1631,-3757,0xf153f9a1
3480,-3760,1625,0x0659f150
3481,-1625,-3760,0xf150f9a7
3482,-3762,1620,0x0654f14e
3483,-1620,-3762,0xf14ef9ac
3484,-3765,1614,0x064ef14b
3485,-1614,-3765,0xf14bf9b2
3486,-3767,1608,0x0648f149
3487,-1608,-3767,0xf149f9b8
3488,-3770,1602,0x0642f146
3489,-1602,-3770,0xf146f9be
3490,-3772,1596,0x063cf144
3491,-1596,-3772,0xf144f9c4
3492,-3775,1591,0x0637f141
3493,-1591,-3775,0xf141f9c9
3494,-3777,1585,0x0631f13f
3495,-1585,-3777,0xf13ff9cf
3496,-3779,1579,0x062bf13d
3497,-1579,-3779,0xf13df9d5
3498,-3782,1573,0x0625f13a
3499,-1573,-3782,0xf13af9db
3500,-3784,1567,0x061ff138
3501,-1567,-3784,0xf138f9e1
3502,-3787,1562,0x061af135
3503,-1562,-3787,0xf135f9e6
3504,-3789,1556,0x0614f133
3505,-1556,-3789,0xf133f9ec
3506,-3791,1550,0x060ef131
3507,-1550,-3791,0xf131f9f2
3508,-3794,1544,0x0608f12e
3509,-1544,-3794,0xf12ef9f8
3510,-3796,1538,0x0602f12c
3511,-1538,-3796,0xf12cf9fe
3512,-3798,1533,0x05fdf12a
3513,-1533,-3798,0xf12afa03
3514,-3801,1527,0x05f7f127
3515,-1527,-3801,0xf127fa09
3516,-3803,1521,0x05f1f125
3517,-1521,-3803,0xf125fa0f
3518,-3805,1515,0x05ebf123
3519,-1515,-3805,0xf123fa15
3520,-3808,1509,0x05e5f120
3521,-1509,-3808,0xf120fa1b
3522,-3810,1503,0x05dff11e
3523,-1503,-3810,0xf11efa21
3524,-3812,1498,0x05daf11c
3525,-1498,-3812,0xf11cfa26
3526,-3815,1492,0x05d4f119
3527,-1492,-3815,0xf119fa2c
3528,-3817,1486,0x05cef117
3529,-1486,-3817,0xf117fa32
3530,-3819,1480,0x05c8f115
3531,-1480,-3819,0xf115fa38
3532,-3822,1474,0x05c2f112
3533,-1474,-3822,0xf112fa3e
3534,-3824,1468,0x05bcf110
3535,-1468,-3824,0xf110fa44
3536,-3826,1462,0x05b6f10e
3537,-1462,-3826,0xf10efa4a
3538,-3828,1457,0x05b1f10c
3539,-1457,-3828,0xf10cfa4f
3540,-3831,1451,0x05abf109
3541,-1451,-3831,0xf109fa55
3542,-3833,1445,0x05a5f107
3543,-1445,-3833,0xf107fa5b
3544,-3835,1439,0x059ff105
3545,-1439,-3835,0xf105fa61
3546,-3837,1433,0x0599f103
3547,-1433,-3837,0xf103fa67
3548,-3839,1427,0x0593f101
3549,-1427,-3839,0xf101fa6d
3550,-3842,1421,0x058df0fe
3551,-1421,-3842,0xf0fefa73
3552,-3844,1415,0x0587f0fc
3553,-1415,-3844,0xf0fcfa79
3554,-3846,1409,0x0581f0fa
3555,-1409,-3846,0xf0fafa7f
3556,-3848,1404,0x057cf0f8
3557,-1404,-3848,0xf0f8fa84
3558,-3850,1398,0x0576f0f6
3559,-1398,-3850,0xf0f6fa8a
3560,-3852,1392,0x0570f0f4
3561,-1392,-3852,0xf0f4fa90
3562,-3854,1386,0x056af0f2
3563,-1386,-3854,0xf0f2fa96
3564,-3857,1380,0x0564f0ef
3565,-1380,-3857,0xf0effa9c
3566,-3859,1374,0x055ef0ed
3567,-1374,-3859,0xf0edfaa2
3568,-3861,1368,0x0558f0eb
3569,-1368,-3861,0xf0ebfaa8
3570,-3863,1362,0x0552f0e9
3571,-1362,-3863,0xf0e9faae
3572,-3865,1356,0x054cf0e7
3573,-1356,-3865,0xf0e7fab4
3574,-3867,1350,0x0546f0e5
3575,-1350,-3867,0xf0e5faba
3576,-3869,1344,0x0540f0e3
3577,-1344,-3869,0xf0e3fac0
3578,-3871,1338,0x053af0e1
3579,-1338,-3871,0xf0e1fac6
3580,-3873,1332,0x0534f0df
3581,-1332,-3873,0xf0dffacc
3582,-3875,1327,0x052ff0dd
3583,-1327,-3875,0xf0ddfad1
3584,-3877,1321,0x0529f0db
3585,-1321,-3877,0xf0dbfad7
3586,-3879,1315,0x0523f0d9
3587,-1315,-3879,0xf0d9fadd
3588,-3881,1309,0x051df0d7
3589,-1309,-3881,0xf0d7fae3
3590,-3883,1303,0x0517f0d5
3591,-1303,-3883,0xf0d5fae9
3592,-3885,1297,0x0511f0d3
3593,-1297,-3885,0xf0d3faef
3594,-3887,1291,0x050bf0d1
3595,-1291,-3887,0xf0d1faf5
3596,-3889,1285,0x0505f0cf
3597,-1285,-3889,0xf0cffafb
3598,-3891,1279,0x04fff0cd
3599,-1279,-3891,0xf0cdfb01
3600,-3893,1273,0x04f9f0cb
3601,-1273,-3893,0xf0cbfb07
3602,-3895,1267,0x04f3f0c9
3603,-1267,-3895,0xf0c9fb0d
3604,-3897,1261,0x04edf0c7
3605,-1261,-3897,0xf0c7fb13
3606,-3899,1255,0x04e7f0c5
3607,-1255,-3899,0xf0c5fb19
3608,-3901,1249,0x04e1f0c3
3609,-1249,-3901,0xf0c3fb1f
3610,-3903,1243,0x04dbf0c1
3611,-1243,-3903,0xf0c1fb25
3612,-3905,1237,0x04d5f0bf
3613,-1237,-3905,0xf0bffb2b
3614,-3907,1231,0x04cff0bd
3615,-1231,-3907,0xf0bdfb31
3616,-3909,1225,0x04c9f0bb
3617,-1225,-3909,0xf0bbfb37
3618,-3910,1219,0x04c3f0ba
3619,-1219,-3910,0xf0bafb3d
3620,-3912,1213,0x04bdf0b8
3621,-1213,-3912,0xf0b8fb43
3622,-3914,1207,0x04b7f0b6
3623,-1207,-3914,0xf0b6fb49
3624,-3916,1201,0x04b1f0b4
3625,-1201,-3916,0xf0b4fb4f
3626,-3918,1195,0x04abf0b2
3627,-1195,-3918,0xf0b2fb55
3628,-3920,1189,0x04a5f0b0
3629,-1189,-3920,0xf0b0fb5b
3630,-3921,1183,0x049ff0af
3631,-1183,-3921,0xf0affb61
3632,-3923,1177,0x0499f0ad
3633,-1177,-3923,0xf0adfb67
3634,-3925,1171,0x0493f0ab
3635,-1171,-3925,0xf0abfb6d
3636,-3927,1165,0x048df0a9
3637,-1165,-3927,0xf0a9fb73
3638,-3929,1159,0x0487f0a7
3639,-1159,-3929,0xf0a7fb79
3640,-3930,1153,0x0481f0a6
3641,-1153,-3930,0xf0a6fb7f
3642,-3932,1147,0x047bf0a4
3643,-1147,-3932,0xf0a4fb85
3644,-3934,1141,0x0475f0a2
3645,-1141,-3934,0xf0a2fb8b
3646,-3936,1135,0x046ff0a0
3647,-1135,-3936,0xf0a0fb91
3648,-3937,1129,0x0469f09f
3649,-1129,-3937,0xf09ffb97
3650,-3939,1123,0x0463f09d
3651,-1123,-3939,0xf09dfb9d
3652,-3941,1117,0x045df09b
3653,-1117,-3941,0xf09bfba3
3654,-3943,1111,0x0457f099
3655,-1111,-3943,0xf099fba9
3656,-3944,1105,0x0451f098
3657,-1105,-3944,0xf098fbaf
3658,-3946,1099,0x044bf096
3659,-1099,-3946,0xf096fbb5
3660,-3948,1092,0x0444f094
3661,-1092,-3948,0xf094fbbc
3662,-3949,1086,0x043ef093
3663,-1086,-3949,0xf093fbc2
3664,-3951,1080,0x0438f091
3665,-1080,-3951,0xf091fbc8
3666,-3953,1074,0x0432f08f
3667,-1074,-3953,0xf08ffbce
3668,-3954,1068,0x042cf08e
3669,-1068,-3954,0xf08efbd4
3670,-3956,1062,0x0426f08c
3671,-1062,-3956,0xf08cfbda
3672,-3958,1056,0x0420f08a
3673,-1056,-3958,0xf08afbe0
3674,-3959,1050,0x041af089
3675,-1050,-3959,0xf089fbe6
3676,-3961,1044,0x0414f087
3677,-1044,-3961,0xf087fbec
3678,-3962,1038,0x040ef086
3679,-1038,-3962,0xf086fbf2
3680,-3964,1032,0x0408f084
3681,-1032,-3964,0xf084fbf8
3682,-3965,1026,0x0402f083
3683,-1026,-3965,0xf083fbfe
3684,-3967,1020,0x03fcf081
3685,-1020,-3967,0xf081fc04
3686,-3969,1014,0x03f6f07f
3687,-1014,-3969,0xf07ffc0a
3688,-3970,1007,0x03eff07e
3689,-1007,-3970,0xf07efc11
3690,-3972,1001,0x03e9f07c
3691,-1001,-3972,0xf07cfc17
3692,-3973,995,0x03e3f07b
3693,-995,-3973,0xf07bfc1d
3694,-3975,989,0x03ddf079
3695,-989,-3975,0xf079fc23
3696,-3976,983,0x03d7f078
3697,-983,-3976,0xf078fc29
3698,-3978,977,0x03d1f076
3699,-977,-3978,0xf076fc2f
3700,-3979,971,0x03cbf075
3701,-971,-3979,0xf075fc35
3702,-3981,965,0x03c5f073
3703,-965,-3981,0xf073fc3b
3704,-3982,959,0x03bff072
3705,-959,-3982,0xf072fc41
3706,-3984,953,0x03b9f070
3707,-953,-3984,0xf070fc47
3708,-3985,946,0x03b2f06f
3709,-946,-3985,0xf06ffc4e
3710,-3987,940,0x03acf06d
3711,-940,-3987,0xf06dfc54
3712,-3988,934,0x03a6f06c
3713,-934,-3988,0xf06cfc5a
3714,-3989,928,0x03a0f06b
3715,-928,-3989,0xf06bfc60
3716,-3991,922,0x039af069
3717,-922,-3991,0xf069fc66
3718,-3992,916,0x0394f068
3719,-916,-3992,0xf068fc6c
3720,-3994,910,0x038ef066
3721,-910,-3994,0xf066fc72
3722,-3995,904,0x0388f065
3723,-904,-3995,0xf065fc78
3724,-3996,897,0x0381f064
3725,-897,-3996,0xf064fc7f
3726,-3998,891,0x037bf062
3727,-891,-3998,0xf062fc85
3728,-3999,885,0x0375f061
3729,-885,-3999,0xf061fc8b
3730,-4001,879,0x036ff05f
3731,-879,-4001,0xf05ffc91
3732,-4002,873,0x0369f05e
3733,-873,-4002,0xf05efc97
3734,-4003,867,0x0363f05d
3735,-867,-4003,0xf05dfc9d
3736,-4005,861,0x035df05b
3737,-861,-4005,0xf05bfca3
3738,-4006,854,0x0356f05a
3739,-854,-4006,0xf05afcaa
3740,-4007,848,0x0350f059
3741,-848,-4007,0xf059fcb0
3742,-4008,842,0x034af058
3743,-842,-4008,0xf058fcb6
3744,-4010,836,0x0344f056
3745,-836,-4010,0xf056fcbc
3746,-4011,830,0x033ef055
3747,-830,-4011,0xf055fcc2
3748,-4012,824,0x0338f054
3749,-824,-4012,0xf054fcc8
3750,-4014,818,0x0332f052
3751,-818,-4014,0xf052fcce
3752,-4015,811,0x032bf051
3753,-811,-4015,0xf051fcd5
3754,-4016,805,0x0325f050
3755,-805,-4016,0xf050fcdb
3756,-4017,799,0x031ff04f
3757,-799,-4017,0xf04ffce1
3758,-4019,793,0x0319f04d
3759,-793,-4019,0xf04dfce7
3760,-4020,787,0x0313f04c
3761,-787,-4020,0xf04cfced
3762,-4021,781,0x030df04b
3763,-781,-4021,0xf04bfcf3
3764,-4022,774,0x0306f04a
3765,-774,-4022,0xf04afcfa
3766,-4023,768,0x0300f049
3767,-768,-4023,0xf049fd00
3768,-4024,762,0x02faf048
3769,-762,-4024,0xf048fd06
3770,-4026,756,0x02f4f046
3771,-756,-4026,0xf046fd0c
3772,-4027,750,0x02eef045
3773,-750,-4027,0xf045fd12
3774,-4028,744,0x02e8f044
3775,-744,-4028,0xf044fd18
3776,-4029,737,0x02e1f043
3777,-737,-4029,0xf043fd1f
3778,-4030,731,0x02dbf042
3779,-731,-4030,0xf042fd25
3780,-4031,725,0x02d5f041
3781,-725,-4031,0xf041fd2b
3782,-4032,719,0x02cff040
3783,-719,-4032,0xf040fd31
3784,-4034,713,0x02c9f03e
3785,-713,-4034,0xf03efd37
3786,-4035,706,0x02c2f03d
3787,-706,-4035,0xf03dfd3e
3788,-4036,700,0x02bcf03c
3789,-700,-4036,0xf03cfd44
3790,-4037,694,0x02b6f03b
3791,-694,-4037,0xf03bfd4a
3792,-4038,688,0x02b0f03a
3793,-688,-4038,0xf03afd50
3794,-4039,682,0x02aaf039
3795,-682,-4039,0xf039fd56
3796,-4040,675,0x02a3f038
3797,-675,-4040,0xf038fd5d
3798,-4041,669,0x029df037
3799,-669,-4041,0xf037fd63
3800,-4042,663,0x0297f036
3801,-663,-4042,0xf036fd69
3802,-4043,657,0x0291f035
3803,-657,-4043,0xf035fd6f
3804,-4044,651,0x028bf034
