symbol,canonical_address_hex,observations,distinct_addresses,map_files,address_histogram
__bss_obj,0x80129508,4,11,12,0x80129508(4);0x800152D8(2);0x80015420(2);0x80017D88(2);0x80018F58(2);0x8001EC90(2);0x80020D08(2);0x80033820(2);0x80058F08(2);0x80129610(2);0x80129A90(2)
__bss_objend,0x801A5AE8,4,11,12,0x801A5AE8(4);0x80015394(2);0x800154DC(2);0x8001DB30(2);0x8001EF74(2);0x80024E58(2);0x800372CC(2);0x80066F30(2);0x8009B6B8(2);0x801A5BF0(2);0x801B3EA0(2)
__bss_org,0x80129508,4,11,12,0x80129508(4);0x800152D8(2);0x80015420(2);0x80017D88(2);0x80018F58(2);0x8001EC90(2);0x80020D08(2);0x80033820(2);0x80058F08(2);0x80129610(2);0x80129A90(2)
__bss_orgend,0x801A5AE8,4,11,12,0x801A5AE8(4);0x80015394(2);0x800154DC(2);0x8001DB30(2);0x8001EF74(2);0x80024E58(2);0x800372CC(2);0x80066F30(2);0x8009B6B8(2);0x801A5BF0(2);0x801B3EA0(2)
__bss_size,0x0007C5E0,6,9,12,0x0007C5E0(6);0x000000BC(4);0x00005DA8(2);0x0000601C(2);0x000061C8(2);0x0000E028(2);0x000165C4(2);0x00067E98(2);0x0008A410(2)
__bsslen,0x8001E904,4,17,19,0x8001E904(4);0x801294F0(4);0x80014E34(2);0x800152AC(2);0x800153F4(2);0x80015B20(2);0x80018F10(2);0x8001DFE4(2);0x8001E3E0(2);0x80020BF0(2);0x800328E4(2);0x80032F80(2);0x8003EC3C(2);0x8003F20C(2);0x80040C28(2);0x801295FC(2);0x80129A78(2)
__ctors_obj,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__ctors_objend,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__ctors_org,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__ctors_orgend,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__ctors_size,0x00000000,24,1,12,0x00000000(24)
__data,0x8001E8F8,4,17,19,0x8001E8F8(4);0x801294E4(4);0x80014E28(2);0x800152A0(2);0x800153E8(2);0x80015B14(2);0x80018F04(2);0x8001DFD8(2);0x8001E3D4(2);0x80020BE4(2);0x800328D8(2);0x80032F74(2);0x8003EC30(2);0x8003F200(2);0x80040C1C(2);0x801295F0(2);0x80129A6C(2)
__data_obj,0x80121A94,4,11,12,0x80121A94(4);0x80013D94(2);0x80013EEC(2);0x80015E98(2);0x800167F0(2);0x8001AD54(2);0x8001BFB8(2);0x80020518(2);0x80038024(2);0x80121BA0(2);0x801220EC(2)
__data_objend,0x801294FC,4,11,12,0x801294FC(4);0x800152B0(2);0x800153F8(2);0x80017D70(2);0x80018F1A(2);0x8001EC0C(2);0x80020C6C(2);0x800337AC(2);0x80058EA0(2);0x80129608(2);0x80129A84(2)
__data_org,0x80121A94,4,11,12,0x80121A94(4);0x80013D94(2);0x80013EEC(2);0x80015E98(2);0x800167F0(2);0x8001AD54(2);0x8001BFB8(2);0x80020518(2);0x80038024(2);0x80121BA0(2);0x801220EC(2)
__data_orgend,0x801294FC,4,11,12,0x801294FC(4);0x800152B0(2);0x800153F8(2);0x80017D70(2);0x80018F1A(2);0x8001EC0C(2);0x80020C6C(2);0x800337AC(2);0x80058EA0(2);0x80129608(2);0x80129A84(2)
__data_size,0x00007A68,6,10,12,0x00007A68(6);0x0000150C(2);0x0000151C(2);0x00001ED8(2);0x0000272A(2);0x00002C54(2);0x00005F18(2);0x00007998(2);0x00013294(2);0x00020E7C(2)
__datalen,0x8001E8FC,4,17,19,0x8001E8FC(4);0x801294E8(4);0x80014E2C(2);0x800152A4(2);0x800153EC(2);0x80015B18(2);0x80018F08(2);0x8001DFDC(2);0x8001E3D8(2);0x80020BE8(2);0x800328DC(2);0x80032F78(2);0x8003EC34(2);0x8003F204(2);0x80040C20(2);0x801295F4(2);0x80129A70(2)
__divsf3,0x801213A4,4,3,4,0x801213A4(4);0x801214B0(2);0x801219FC(2)
__do_global_dtors,0x80017FE4,4,17,19,0x80017FE4(4);0x80121A1C(4);0x80013D1C(2);0x80013E74(2);0x80014AA8(2);0x800155C0(2);0x80016778(2);0x80018274(2);0x800186A0(2);0x8001A190(2);0x8001C55C(2);0x8001C59C(2);0x8001CBB0(2);0x8001D80C(2);0x80029E84(2);0x80121B28(2);0x80122074(2)
__dtors_obj,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__dtors_objend,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__dtors_org,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__dtors_orgend,0x80010000,12,6,12,0x80010000(12);0x80121A94(4);0x8001BFB8(2);0x80020518(2);0x80121BA0(2);0x801220EC(2)
__dtors_size,0x00000000,24,1,12,0x00000000(24)
__fixsfsi,0x801214F4,4,3,4,0x801214F4(4);0x80121600(2);0x80121B4C(2)
__fixunssfsi,0x801215B4,4,3,4,0x801215B4(4);0x801216C0(2);0x80121C0C(2)
__floatsisf,0x80121684,4,3,4,0x80121684(4);0x80121790(2);0x80121CDC(2)
__heapbase,0x8001E8E8,4,17,19,0x8001E8E8(4);0x801294D4(4);0x80014E18(2);0x80015290(2);0x800153D8(2);0x80015B04(2);0x80018EF4(2);0x8001DFC8(2);0x8001E3C4(2);0x80020BD4(2);0x800328C8(2);0x80032F64(2);0x8003EC20(2);0x8003F1F0(2);0x80040C0C(2);0x801295E0(2);0x80129A5C(2)
__heapsize,0x8001E8EC,4,17,19,0x8001E8EC(4);0x801294D8(4);0x80014E1C(2);0x80015294(2);0x800153DC(2);0x80015B08(2);0x80018EF8(2);0x8001DFCC(2);0x8001E3C8(2);0x80020BD8(2);0x800328CC(2);0x80032F68(2);0x8003EC24(2);0x8003F1F4(2);0x80040C10(2);0x801295E4(2);0x80129A60(2)
__main,0x80017F74,4,19,21,0x80017F74(4);0x801219AC(4);0x800103D4(2);0x800104AC(2);0x80013CAC(2);0x80013E04(2);0x80014A38(2);0x80015550(2);0x80016708(2);0x80018204(2);0x80018630(2);0x8001A120(2);0x8001C4EC(2);0x8001C52C(2);0x8001CB40(2);0x8001D79C(2);0x80029E14(2);0x80121AB8(2);0x80122004(2)
__mulsf3,0x80121744,4,3,4,0x80121744(4);0x80121850(2);0x80121D9C(2)
__rdata_obj,0x80010000,16,2,12,0x80010000(16);0x80100000(8)
__rdata_objend,0x80100D30,8,9,12,0x80100D30(8);0x800103D1(2);0x80010451(2);0x80010465(2);0x8001046C(2);0x8001058C(2);0x80010800(2);0x80010CA8(2);0x80010DDA(2)
__rdata_org,0x80010000,16,2,12,0x80010000(16);0x80100000(8)
__rdata_orgend,0x80100D30,8,9,12,0x80100D30(8);0x800103D1(2);0x80010451(2);0x80010465(2);0x8001046C(2);0x8001058C(2);0x80010800(2);0x80010CA8(2);0x80010DDA(2)
__rdata_size,0x00000D30,8,9,12,0x00000D30(8);0x000003D1(2);0x00000451(2);0x00000465(2);0x0000046C(2);0x0000058C(2);0x00000800(2);0x00000CA8(2);0x00000DDA(2)
__sbss_obj,0x80129500,4,11,12,0x80129500(4);0x800152D0(2);0x80015418(2);0x80017D78(2);0x80018F28(2);0x8001EC80(2);0x80020C98(2);0x80033808(2);0x80058EC0(2);0x80129608(2);0x80129A88(2)
__sbss_objend,0x80129504,4,11,12,0x80129504(4);0x800152D8(2);0x80015420(2);0x80017D84(2);0x80018F50(2);0x8001EC90(2);0x80020D08(2);0x8003381C(2);0x80058F08(2);0x8012960C(2);0x80129A8C(2)
__sbss_org,0x80129500,4,11,12,0x80129500(4);0x800152D0(2);0x80015418(2);0x80017D78(2);0x80018F28(2);0x8001EC80(2);0x80020C98(2);0x80033808(2);0x80058EC0(2);0x80129608(2);0x80129A88(2)
__sbss_orgend,0x80129504,4,11,12,0x80129504(4);0x800152D8(2);0x80015420(2);0x80017D84(2);0x80018F50(2);0x8001EC90(2);0x80020D08(2);0x8003381C(2);0x80058F08(2);0x8012960C(2);0x80129A8C(2)
__sbss_size,0x00000004,8,8,12,0x00000004(8);0x00000008(4);0x0000000C(2);0x00000010(2);0x00000014(2);0x00000028(2);0x00000048(2);0x00000070(2)
__sdata_obj,0x801294FC,4,11,12,0x801294FC(4);0x800152B0(2);0x800153F8(2);0x80017D70(2);0x80018F1C(2);0x8001EC0C(2);0x80020C6C(2);0x800337AC(2);0x80058EA4(2);0x80129608(2);0x80129A84(2)
__sdata_objend,0x801294FC,4,11,12,0x801294FC(4);0x800152CC(2);0x80015414(2);0x80017D74(2);0x80018F24(2);0x8001EC7C(2);0x80020C98(2);0x80033808(2);0x80058EBF(2);0x80129608(2);0x80129A84(2)
__sdata_org,0x801294FC,4,11,12,0x801294FC(4);0x800152B0(2);0x800153F8(2);0x80017D70(2);0x80018F1C(2);0x8001EC0C(2);0x80020C6C(2);0x800337AC(2);0x80058EA4(2);0x80129608(2);0x80129A84(2)
__sdata_orgend,0x801294FC,4,11,12,0x801294FC(4);0x800152CC(2);0x80015414(2);0x80017D74(2);0x80018F24(2);0x8001EC7C(2);0x80020C98(2);0x80033808(2);0x80058EBF(2);0x80129608(2);0x80129A84(2)
__sdata_size,0x00000000,8,8,12,0x00000000(8);0x0000001C(4);0x00000004(2);0x00000008(2);0x0000001B(2);0x0000002C(2);0x0000005C(2);0x00000070(2)
__text,0x8001E8F0,4,17,19,0x8001E8F0(4);0x801294DC(4);0x80014E20(2);0x80015298(2);0x800153E0(2);0x80015B0C(2);0x80018EFC(2);0x8001DFD0(2);0x8001E3CC(2);0x80020BDC(2);0x800328D0(2);0x80032F6C(2);0x8003EC28(2);0x8003F1F8(2);0x80040C14(2);0x801295E8(2);0x80129A64(2)
__text_obj,0x80100D30,8,9,12,0x80100D30(8);0x800103D4(2);0x80010460(2);0x80010470(2);0x80010474(2);0x80010594(2);0x80010800(2);0x80010CA8(2);0x80010DF8(2)
__text_objend,0x80121A94,4,11,12,0x80121A94(4);0x80013D94(2);0x80013EEC(2);0x80015E98(2);0x800167F0(2);0x8001AD54(2);0x8001BFB8(2);0x80020518(2);0x80038024(2);0x80121BA0(2);0x801220EC(2)
__text_org,0x80100D30,8,9,12,0x80100D30(8);0x800103D4(2);0x80010460(2);0x80010470(2);0x80010474(2);0x80010594(2);0x80010800(2);0x80010CA8(2);0x80010DF8(2)
__text_orgend,0x80121A94,4,11,12,0x80121A94(4);0x80013D94(2);0x80013EEC(2);0x80015E98(2);0x800167F0(2);0x8001AD54(2);0x8001BFB8(2);0x80020518(2);0x80038024(2);0x80121BA0(2);0x801220EC(2)
__text_size,0x00020D64,4,11,12,0x00020D64(4);0x00003920(2);0x00003A8C(2);0x00005AC4(2);0x00006380(2);0x0000A7C0(2);0x0000B7B8(2);0x0000F870(2);0x00020E70(2);0x000213BC(2);0x0002722C(2)
__textlen,0x8001E8F4,4,17,19,0x8001E8F4(4);0x801294E0(4);0x80014E24(2);0x8001529C(2);0x800153E4(2);0x80015B10(2);0x80018F00(2);0x8001DFD4(2);0x8001E3D0(2);0x80020BE0(2);0x800328D4(2);0x80032F70(2);0x8003EC2C(2);0x8003F1FC(2);0x80040C18(2);0x801295EC(2);0x80129A68(2)
_anim_bss_obj,0x80067678,2,1,1,0x80067678(2)
_anim_bss_objend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_bss_org,0x80067678,2,1,1,0x80067678(2)
_anim_bss_orgend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_bss_size,0x00065A44,2,1,1,0x00065A44(2)
_anim_ctors_obj,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_ctors_objend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_ctors_org,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_ctors_orgend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_ctors_size,0x00000000,2,1,1,0x00000000(2)
_anim_data_obj,0x80067670,2,1,1,0x80067670(2)
_anim_data_objend,0x80067678,2,1,1,0x80067678(2)
_anim_data_org,0x80067670,2,1,1,0x80067670(2)
_anim_data_orgend,0x80067678,2,1,1,0x80067678(2)
_anim_data_size,0x00000008,2,1,1,0x00000008(2)
_anim_dtors_obj,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_dtors_objend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_dtors_org,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_dtors_orgend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_dtors_size,0x00000000,2,1,1,0x00000000(2)
_anim_obj,0x80066F40,2,1,1,0x80066F40(2)
_anim_objend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_org,0x80066F40,2,1,1,0x80066F40(2)
_anim_orgend,0x800CD0BC,2,1,1,0x800CD0BC(2)
_anim_rdata_obj,0x80066F40,2,1,1,0x80066F40(2)
_anim_rdata_objend,0x80066F78,2,1,1,0x80066F78(2)
_anim_rdata_org,0x80066F40,2,1,1,0x80066F40(2)
_anim_rdata_orgend,0x80066F78,2,1,1,0x80066F78(2)
_anim_rdata_size,0x00000038,2,1,1,0x00000038(2)
_anim_sbss_obj,0x80067678,2,1,1,0x80067678(2)
_anim_sbss_objend,0x80067678,2,1,1,0x80067678(2)
_anim_sbss_org,0x80067678,2,1,1,0x80067678(2)
_anim_sbss_orgend,0x80067678,2,1,1,0x80067678(2)
_anim_sbss_size,0x00000000,2,1,1,0x00000000(2)
_anim_sdata_obj,0x80067678,2,1,1,0x80067678(2)
_anim_sdata_objend,0x80067678,2,1,1,0x80067678(2)
_anim_sdata_org,0x80067678,2,1,1,0x80067678(2)
_anim_sdata_orgend,0x80067678,2,1,1,0x80067678(2)
_anim_sdata_size,0x00000000,2,1,1,0x00000000(2)
_anim_size,0x0006617C,2,1,1,0x0006617C(2)
_anim_text_obj,0x80066F78,2,1,1,0x80066F78(2)
_anim_text_objend,0x80067670,2,1,1,0x80067670(2)
_anim_text_org,0x80066F78,2,1,1,0x80066F78(2)
_anim_text_orgend,0x80067670,2,1,1,0x80067670(2)
_anim_text_size,0x000006F8,2,1,1,0x000006F8(2)
_autopan,0x80045F30,2,3,3,0x80045F30(2);0x800625E0(2);0x80064B50(2)
_autovol,0x800460E4,2,3,3,0x800460E4(2);0x80062798(2);0x80064D10(2)
_balls_bss_obj,0x800679E0,2,1,1,0x800679E0(2)
_balls_bss_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_bss_org,0x800679E0,2,1,1,0x800679E0(2)
_balls_bss_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_bss_size,0x00000000,2,1,1,0x00000000(2)
_balls_ctors_obj,0x800679E0,2,1,1,0x800679E0(2)
_balls_ctors_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_ctors_org,0x800679E0,2,1,1,0x800679E0(2)
_balls_ctors_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_ctors_size,0x00000000,2,1,1,0x00000000(2)
_balls_data_obj,0x80067520,2,1,1,0x80067520(2)
_balls_data_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_data_org,0x80067520,2,1,1,0x80067520(2)
_balls_data_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_data_size,0x000004C0,2,1,1,0x000004C0(2)
_balls_dtors_obj,0x800679E0,2,1,1,0x800679E0(2)
_balls_dtors_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_dtors_org,0x800679E0,2,1,1,0x800679E0(2)
_balls_dtors_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_dtors_size,0x00000000,2,1,1,0x00000000(2)
_balls_obj,0x80066F40,2,1,1,0x80066F40(2)
_balls_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_org,0x80066F40,2,1,1,0x80066F40(2)
_balls_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_rdata_obj,0x80066F40,2,1,1,0x80066F40(2)
_balls_rdata_objend,0x80066F70,2,1,1,0x80066F70(2)
_balls_rdata_org,0x80066F40,2,1,1,0x80066F40(2)
_balls_rdata_orgend,0x80066F70,2,1,1,0x80066F70(2)
_balls_rdata_size,0x00000030,2,1,1,0x00000030(2)
_balls_sbss_obj,0x800679E0,2,1,1,0x800679E0(2)
_balls_sbss_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_sbss_org,0x800679E0,2,1,1,0x800679E0(2)
_balls_sbss_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_sbss_size,0x00000000,2,1,1,0x00000000(2)
_balls_sdata_obj,0x800679E0,2,1,1,0x800679E0(2)
_balls_sdata_objend,0x800679E0,2,1,1,0x800679E0(2)
_balls_sdata_org,0x800679E0,2,1,1,0x800679E0(2)
_balls_sdata_orgend,0x800679E0,2,1,1,0x800679E0(2)
_balls_sdata_size,0x00000000,2,1,1,0x00000000(2)
_balls_size,0x00000AA0,2,1,1,0x00000AA0(2)
_balls_text_obj,0x80066F70,2,1,1,0x80066F70(2)
_balls_text_objend,0x80067520,2,1,1,0x80067520(2)
_balls_text_org,0x80066F70,2,1,1,0x80066F70(2)
_balls_text_orgend,0x80067520,2,1,1,0x80067520(2)
_balls_text_size,0x000005B0,2,1,1,0x000005B0(2)
_boot,0x80011DBC,2,2,2,0x80011DBC(2);0x80014970(2)
_bss_obj,0x80129500,4,11,12,0x80129500(4);0x800152D0(2);0x80015418(2);0x80017D78(2);0x80018F28(2);0x8001EC80(2);0x80020C98(2);0x80033808(2);0x80058EC0(2);0x80129608(2);0x80129A88(2)
_bss_objend,0x801A5AE8,4,11,12,0x801A5AE8(4);0x80015398(2);0x800154E0(2);0x8001DB30(2);0x8001EF78(2);0x80024E58(2);0x800372D8(2);0x80066F40(2);0x8009B6B8(2);0x801A5BF0(2);0x801B3EA0(2)
_bss_org,0x80129500,4,11,12,0x80129500(4);0x800152D0(2);0x80015418(2);0x80017D78(2);0x80018F28(2);0x8001EC80(2);0x80020C98(2);0x80033808(2);0x80058EC0(2);0x80129608(2);0x80129A88(2)
_bss_orgend,0x801A5AE8,4,11,12,0x801A5AE8(4);0x80015398(2);0x800154E0(2);0x8001DB30(2);0x8001EF78(2);0x80024E58(2);0x800372D8(2);0x80066F40(2);0x8009B6B8(2);0x801A5BF0(2);0x801B3EA0(2)
_bss_size,0x0007C5E8,6,9,12,0x0007C5E8(6);0x000000C8(4);0x00005DB8(2);0x00006050(2);0x000061D8(2);0x0000E080(2);0x00016640(2);0x00067EB0(2);0x0008A418(2)
_ctype_,0x8001E910,4,8,10,0x8001E910(4);0x80122EE0(4);0x8001C130(2);0x8001C470(2);0x8001FFC8(2);0x80020550(2);0x80122FEC(2);0x80123468(2)
_err_math,0x80121884,4,3,4,0x80121884(4);0x80121990(2);0x80121EDC(2)
_patch_gte,0x80016F8C,4,9,11,0x80016F8C(4);0x8011CD84(4);0x800165B0(2);0x80019174(2);0x8001E988(2);0x8002340C(2);0x80024A2C(2);0x8011CE90(2);0x8011D3DC(2)
_patch_pad,0x8012044C,4,13,14,0x8012044C(4);0x80012CC4(2);0x80015DA0(2);0x80016284(2);0x800172C0(2);0x800175C0(2);0x8001A3B4(2);0x8001B658(2);0x8001BB30(2);0x800365B4(2);0x80037E50(2);0x80120558(2);0x80120AA4(2)
_putchar,0x80107B34,4,5,6,0x80107B34(4);0x80012AC8(2);0x80012DB8(2);0x80107A30(2);0x8010818C(2)
_putchar_flash,0x80107C30,4,5,6,0x80107C30(4);0x80012BC4(2);0x80012EB4(2);0x80107B2C(2);0x80108288(2)
_qin,0x800197B8,4,15,17,0x800197B8(4);0x80122EB8(4);0x80017D38(2);0x800180D8(2);0x800186C0(2);0x8001BA44(2);0x8001CE98(2);0x8001D1E8(2);0x8002AC98(2);0x800312EC(2);0x800318B8(2);0x80046294(2);0x80047D18(2);0x80122FC4(2);0x80123440(2)
_qlog,0x800197A8,4,9,10,0x800197A8(4);0x800180C8(2);0x800186B0(2);0x8001BA34(2);0x8001CE88(2);0x8002AC88(2);0x800312DC(2);0x80046284(2);0x80047D08(2)
_qout,0x800197BC,4,15,17,0x800197BC(4);0x80122EBC(4);0x80017D3C(2);0x800180DC(2);0x800186C4(2);0x8001BA48(2);0x8001CE9C(2);0x8001D1EC(2);0x8002AC9C(2);0x800312F0(2);0x800318BC(2);0x80046298(2);0x80047D1C(2);0x80122FC8(2);0x80123444(2)
_que,0x80023054,4,15,17,0x80023054(4);0x801A41A0(4);0x8001C330(2);0x8001C678(2);0x8001D698(2);0x800232C8(2);0x800235D8(2);0x80035AD8(2);0x800460F8(2);0x800627A8(2);0x80064D20(2);0x80099858(2);0x80099E18(2);0x801A42A8(2);0x801B2558(2)
_ramsize,0x8001E90C,4,19,21,0x8001E90C(4);0x801294F8(4);0x80014E38(2);0x800152C0(2);0x80015408(2);0x80015B24(2);0x80015E9C(2);0x800162E8(2);0x80018F18(2);0x8001DFEC(2);0x8001E3E8(2);0x80020C6C(2);0x800328EC(2);0x80032F88(2);0x8003EC40(2);0x8003F214(2);0x80040C30(2);0x80129604(2);0x80129A80(2)
_rcube_bss_obj,0x800684E8,2,1,1,0x800684E8(2)
_rcube_bss_objend,0x8008966C,2,1,1,0x8008966C(2)
_rcube_bss_org,0x800684E8,2,1,1,0x800684E8(2)
_rcube_bss_orgend,0x8008966C,2,1,1,0x8008966C(2)
_rcube_bss_size,0x00021184,2,1,1,0x00021184(2)
_rcube_ctors_obj,0x80089670,2,1,1,0x80089670(2)
_rcube_ctors_objend,0x80089670,2,1,1,0x80089670(2)
_rcube_ctors_org,0x80089670,2,1,1,0x80089670(2)
_rcube_ctors_orgend,0x80089670,2,1,1,0x80089670(2)
_rcube_ctors_size,0x00000000,2,1,1,0x00000000(2)
_rcube_data_obj,0x80068178,2,1,1,0x80068178(2)
_rcube_data_objend,0x800684E8,2,1,1,0x800684E8(2)
_rcube_data_org,0x80068178,2,1,1,0x80068178(2)
_rcube_data_orgend,0x800684E8,2,1,1,0x800684E8(2)
_rcube_data_size,0x00000370,2,1,1,0x00000370(2)
_rcube_dtors_obj,0x80089670,2,1,1,0x80089670(2)
_rcube_dtors_objend,0x80089670,2,1,1,0x80089670(2)
_rcube_dtors_org,0x80089670,2,1,1,0x80089670(2)
_rcube_dtors_orgend,0x80089670,2,1,1,0x80089670(2)
_rcube_dtors_size,0x00000000,2,1,1,0x00000000(2)
_rcube_obj,0x80066F40,2,1,1,0x80066F40(2)
_rcube_objend,0x80089670,2,1,1,0x80089670(2)
_rcube_org,0x80066F40,2,1,1,0x80066F40(2)
_rcube_orgend,0x80089670,2,1,1,0x80089670(2)
_rcube_rdata_obj,0x80066F40,2,1,1,0x80066F40(2)
_rcube_rdata_objend,0x80066F76,2,1,1,0x80066F76(2)
_rcube_rdata_org,0x80066F40,2,1,1,0x80066F40(2)
_rcube_rdata_orgend,0x80066F76,2,1,1,0x80066F76(2)
_rcube_rdata_size,0x00000036,2,1,1,0x00000036(2)
_rcube_sbss_obj,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sbss_objend,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sbss_org,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sbss_orgend,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sbss_size,0x00000000,2,1,1,0x00000000(2)
_rcube_sdata_obj,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sdata_objend,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sdata_org,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sdata_orgend,0x800684E8,2,1,1,0x800684E8(2)
_rcube_sdata_size,0x00000000,2,1,1,0x00000000(2)
_rcube_size,0x00022730,2,1,1,0x00022730(2)
_rcube_text_obj,0x80066F78,2,1,1,0x80066F78(2)
_rcube_text_objend,0x80068178,2,1,1,0x80068178(2)
_rcube_text_org,0x80066F78,2,1,1,0x80066F78(2)
_rcube_text_orgend,0x80068178,2,1,1,0x80068178(2)
_rcube_text_size,0x00001200,2,1,1,0x00001200(2)
_remove_ChgclrPAD,0x80120594,4,8,9,0x80120594(4);0x80012DFC(2);0x80015E28(2);0x80017718(2);0x8001BC88(2);0x80037F78(2);0x801206A0(2);0x80120BEC(2)
_send_pad,0x801204F0,4,7,8,0x801204F0(4);0x80012D64(2);0x80017674(2);0x8001BBE4(2);0x80037EE0(2);0x801205FC(2);0x80120B48(2)
_snd_ev_flag,0x80045EFC,2,3,3,0x80045EFC(2);0x800624F4(2);0x80064A7C(2)
_snd_openflag,0x80045F2C,2,3,3,0x80045F2C(2);0x800625D0(2);0x80064B40(2)
_snd_seq_s_max,0x8004818C,2,3,3,0x8004818C(2);0x800648C8(2);0x80066E40(2)
_snd_seq_t_max,0x80048190,2,3,3,0x80048190(2);0x800648D8(2);0x80066E50(2)
_snd_seq_tick_env,0x8003EBE8,2,3,3,0x8003EBE8(2);0x8003F04C(2);0x80040A6C(2)
_spad_obj,0x1F800000,2,1,1,0x1F800000(2)
_spad_objend,0x1F800008,2,1,1,0x1F800008(2)
_spad_org,0x8001DB30,2,1,1,0x8001DB30(2)
_spad_orgend,0x8001DB38,2,1,1,0x8001DB38(2)
_spad_size,0x00000008,2,1,1,0x00000008(2)
_spad_text_obj,0x1F800000,2,1,1,0x1F800000(2)
_spad_text_objend,0x1F800008,2,1,1,0x1F800008(2)
_spad_text_org,0x8001DB30,2,1,1,0x8001DB30(2)
_spad_text_orgend,0x8001DB38,2,1,1,0x8001DB38(2)
_spad_text_size,0x00000008,2,1,1,0x00000008(2)
_spu_2pitch,0x800178FC,2,3,3,0x800178FC(2);0x8001BCC8(2);0x800201C8(2)
_spu_AllocBlockNum,0x8001E4C0,2,7,7,0x8001E4C0(2);0x8001E8CC(2);0x80032DC0(2);0x8003346C(2);0x8003E8AC(2);0x8003ED48(2);0x80040768(2)
_spu_AllocLastNum,0x8001E4C4,2,7,7,0x8001E4C4(2);0x8001E8D0(2);0x80032DC4(2);0x80033470(2);0x8003E8B0(2);0x8003ED4C(2);0x8004076C(2)
_spu_EVdma,0x8001DFF8,2,7,7,0x8001DFF8(2);0x8001E3F4(2);0x800328F8(2);0x80032F94(2);0x8003E3E4(2);0x8003E880(2);0x800402A0(2)
_spu_FgetRXXa,0x800137E4,2,7,7,0x800137E4(2);0x80013A38(2);0x80018EF8(2);0x800192AC(2);0x8001D220(2);0x8001D7BC(2);0x800254A8(2)
_spu_FiDMA,0x800131EC,2,7,7,0x800131EC(2);0x80013460(2);0x80018900(2);0x80018CF8(2);0x8001CC28(2);0x8001D208(2);0x80024EB0(2)
_spu_Fr,0x800138E4,2,3,3,0x800138E4(2);0x80019160(2);0x8001D670(2)
_spu_Fr_,0x80013520,2,3,3,0x80013520(2);0x80018DB4(2);0x8001D2C4(2)
_spu_FsetPCR,0x80013820,2,7,7,0x80013820(2);0x80013A74(2);0x80018F34(2);0x800192E8(2);0x8001D25C(2);0x8001D7F8(2);0x800254E4(2)
_spu_FsetRXX,0x800136F8,2,7,7,0x800136F8(2);0x8001394C(2);0x80018E0C(2);0x800191C4(2);0x8001D134(2);0x8001D6D4(2);0x800253BC(2)
_spu_FsetRXXa,0x80013740,2,7,7,0x80013740(2);0x80013994(2);0x80018E54(2);0x80019208(2);0x8001D17C(2);0x8001D718(2);0x80025404(2)
