symbol,canonical_address_hex,observations,distinct_addresses,map_files,address_histogram
OpenEvent,0x80018480,2,8,8,0x80018480(2);0x80018898(2);0x8001ABBC(2);0x8001C7A8(2);0x8001CDA8(2);0x80024A30(2);0x80036244(2);0x80037870(2)
OpenTIM,0x80017338,2,1,1,0x80017338(2)
OpenTMD,0x800173B0,2,1,1,0x800173B0(2)
OuterProduct0,0x80111F2C,2,1,1,0x80111F2C(2)
OuterProduct12,0x80111ED4,2,1,1,0x80111ED4(2)
PACKEDCALCPLAYPOS,0x8008B3A4,2,1,1,0x8008B3A4(2)
PAD_INIT,0x80027D3C,2,3,3,0x80027D3C(2);0x80082C54(2);0x80090704(2)
PAD_INIT2,0x80027E54,2,3,3,0x80027E54(2);0x80082F78(2);0x8009081C(2)
PAD_dr,0x8001711C,4,15,17,0x8001711C(4);0x80120094(4);0x8001144C(2);0x80011648(2);0x80015998(2);0x800160DC(2);0x80017178(2);0x800171E8(2);0x800192AC(2);0x8001B510(2);0x8001B778(2);0x80036294(2);0x800378B0(2);0x801201A0(2);0x801206EC(2)
PAD_init,0x8001710C,4,16,18,0x8001710C(4);0x801200D0(4);0x8001143C(2);0x80011638(2);0x8001290C(2);0x80015A34(2);0x8001615C(2);0x80017198(2);0x80017224(2);0x8001A28C(2);0x8001B530(2);0x8001B7B4(2);0x8003648C(2);0x80037AC8(2);0x801201DC(2);0x80120728(2)
PAD_init2,0x801203F4,4,13,14,0x801203F4(4);0x80012C3C(2);0x80015D48(2);0x80016274(2);0x800172B0(2);0x80017548(2);0x8001A3A4(2);0x8001B648(2);0x8001BAD8(2);0x800365A4(2);0x80037DF8(2);0x80120500(2);0x80120A4C(2)
PALTYPE,0x80095FC8,2,1,1,0x80095FC8(2)
PCclose,0x80017E98,4,1,2,0x80017E98(4)
PCinit,0x8001805C,4,1,2,0x8001805C(4)
PClseek,0x80017EA8,4,1,2,0x80017EA8(4)
PCopen,0x80017E78,4,1,2,0x80017E78(4)
PCread,0x80018068,4,1,2,0x80018068(4)
PLAYSFX,0x8008C800,2,1,1,0x8008C800(2)
POSITION,0x801A1EE0,4,5,6,0x801A1EE0(4);0x80062338(2);0x800648C0(2);0x801A1FE8(2);0x801A2298(2)
POWER_FADE,0x8001C288,2,1,1,0x8001C288(2)
POWER_LINE,0x8001C4F8,2,1,1,0x8001C4F8(2)
PRINTF,0x8001551C,2,5,5,0x8001551C(2);0x8001E08C(2);0x80038124(2);0x800885C8(2);0x8009F924(2)
PROCESSENVELOPE,0x8008BE44,2,1,1,0x8008BE44(2)
PROCESSPANENVELOPE,0x8008C058,2,1,1,0x8008C058(2)
PSDBASEX,0x801A10A0,4,5,6,0x801A10A0(4);0x80062330(2);0x800648B8(2);0x801A11A8(2);0x801A1628(2)
PSDBASEY,0x801A10A4,4,5,6,0x801A10A4(4);0x80062334(2);0x800648BC(2);0x801A11AC(2);0x801A162C(2)
PSDCNT,0x801A5A84,4,5,6,0x801A5A84(4);0x800648CC(2);0x80066E44(2);0x801A5B8C(2);0x801B3E3C(2)
PSDGPU,0x801A5A8A,4,5,6,0x801A5A8A(4);0x800648E0(2);0x80066E58(2);0x801A5B92(2);0x801B3E42(2)
PSDIDX,0x801A5A88,4,5,6,0x801A5A88(4);0x800648D0(2);0x80066E48(2);0x801A5B90(2);0x801B3E40(2)
PSDOFSX,0x8012BB40,4,5,6,0x8012BB40(4);0x80061D60(2);0x800642B8(2);0x8012BC48(2);0x8012C0C8(2)
PSDOFSY,0x8012BB44,4,5,6,0x8012BB44(4);0x80061D64(2);0x800642BC(2);0x8012BC4C(2);0x8012C0CC(2)
PUTDISPENV,0x800133DC,2,5,5,0x800133DC(2);0x8001BDC0(2);0x8002A44C(2);0x80085304(2);0x80092BF0(2)
PUTDRAWENV,0x80013204,2,5,5,0x80013204(2);0x8001BBE8(2);0x8002A274(2);0x80085138(2);0x80092A18(2)
PUTS,0x800154EC,2,5,5,0x800154EC(2);0x8001E034(2);0x8003807C(2);0x80088550(2);0x8009F8AC(2)
PadData,0x80066B48,2,2,2,0x80066B48(2);0x80068E88(2)
PadIdentifier,0x80023050,4,15,17,0x80023050(4);0x801A405C(4);0x80016240(2);0x80016E84(2);0x8001C328(2);0x8001C670(2);0x800232C4(2);0x800235D4(2);0x80035AD0(2);0x8006253C(2);0x80064AC8(2);0x80099848(2);0x80099E00(2);0x801A4164(2);0x801B2414(2)
PadInit,0x8001705C,4,15,17,0x8001705C(4);0x8011FFF4(4);0x80010D08(2);0x80010DCC(2);0x8001139C(2);0x80011598(2);0x800170C8(2);0x80017148(2);0x80019214(2);0x8001B460(2);0x8001B6D8(2);0x8001C5C4(2);0x8001D874(2);0x80120100(2);0x8012064C(2)
PadRead,0x800170AC,4,15,17,0x800170AC(4);0x80120040(4);0x80010D54(2);0x80010E1C(2);0x800113F4(2);0x800115F0(2);0x80017118(2);0x80017194(2);0x80019264(2);0x8001B4B0(2);0x8001B724(2);0x8001C614(2);0x8001D8C4(2);0x8012014C(2);0x80120698(2)
PadStop,0x800170DC,4,15,17,0x800170DC(4);0x80120068(4);0x80010D7C(2);0x80010E4C(2);0x8001141C(2);0x80011618(2);0x80017148(2);0x800171BC(2);0x8001928C(2);0x8001B4E0(2);0x8001B74C(2);0x8001C644(2);0x8001D8EC(2);0x80120174(2);0x801206C0(2)
PioCallback,0x8001493C,2,1,1,0x8001493C(2)
PioDataCallback,0x800148D0,2,1,1,0x800148D0(2)
PlayStream,0x80019440,2,1,1,0x80019440(2)
PopMatrix,0x80111718,4,5,6,0x80111718(4);0x800224FC(2);0x80023B2C(2);0x80111614(2);0x80111D70(2)
Pressed,0x8001A21C,2,1,1,0x8001A21C(2)
ProfileAddDrawOT,0x8001AAA8,2,1,1,0x8001AAA8(2)
ProfileAddOT,0x8001A8F8,2,1,1,0x8001A8F8(2)
ProfileDispMode,0x8001AB6C,2,1,1,0x8001AB6C(2)
ProfileInit,0x8001A23C,2,1,1,0x8001A23C(2)
ProfileReadCount,0x8001A894,2,1,1,0x8001A894(2)
ProfileStartCount,0x8001A7F0,2,1,1,0x8001A7F0(2)
ProfileStopCount,0x8001A824,2,1,1,0x8001A824(2)
PushMatrix,0x80111674,4,5,6,0x80111674(4);0x8002245C(2);0x80023A8C(2);0x80111570(2);0x80111CCC(2)
PutDispEnv,0x80014A8C,4,17,19,0x80014A8C(4);0x80104FA0(4);0x80012180(2);0x80012F2C(2);0x80013334(2);0x80013EA4(2);0x800141A0(2);0x80014D54(2);0x80014F0C(2);0x80015020(2);0x80015054(2);0x800151EC(2);0x8001C770(2);0x800334C4(2);0x80034938(2);0x80104E9C(2);0x801055F8(2)
PutDrawEnv,0x800148B4,4,17,19,0x800148B4(4);0x80104DD4(4);0x800120BC(2);0x80012E68(2);0x80013168(2);0x80013CCC(2);0x80013F48(2);0x80014B88(2);0x80014D34(2);0x80014DC8(2);0x80014E88(2);0x80015014(2);0x8001C598(2);0x800332EC(2);0x800346E0(2);0x80104CD0(2);0x8010542C(2)
QUIT_CARDMAN,0x80016E74,2,1,1,0x80016E74(2)
RAND,0x80038114,2,1,1,0x80038114(2)
RAND_DEMO,0x80013254,2,1,1,0x80013254(2)
RCpolyF3,0x8011A854,4,5,6,0x8011A854(4);0x8002A2B0(2);0x8002B8A4(2);0x8011A960(2);0x8011AEAC(2)
RCpolyF3A,0x8011A85C,4,5,6,0x8011A85C(4);0x8002A2B8(2);0x8002B8AC(2);0x8011A968(2);0x8011AEB4(2)
RCpolyF4,0x8011B874,4,5,6,0x8011B874(4);0x8002B2D0(2);0x8002C8C4(2);0x8011B980(2);0x8011BECC(2)
RCpolyF4A,0x8011B87C,4,5,6,0x8011B87C(4);0x8002B2D8(2);0x8002C8CC(2);0x8011B988(2);0x8011BED4(2)
RCpolyFT3,0x8011ABC4,4,5,6,0x8011ABC4(4);0x8002A620(2);0x8002BC14(2);0x8011ACD0(2);0x8011B21C(2)
RCpolyFT3A,0x8011ABCC,4,5,6,0x8011ABCC(4);0x8002A628(2);0x8002BC1C(2);0x8011ACD8(2);0x8011B224(2)
RCpolyFT4,0x8011BCF4,4,5,6,0x8011BCF4(4);0x8002B750(2);0x8002CD44(2);0x8011BE00(2);0x8011C34C(2)
RCpolyFT4A,0x8011BCFC,4,5,6,0x8011BCFC(4);0x8002B758(2);0x8002CD4C(2);0x8011BE08(2);0x8011C354(2)
RCpolyG3,0x8011AFC4,4,5,6,0x8011AFC4(4);0x8002AA20(2);0x8002C014(2);0x8011B0D0(2);0x8011B61C(2)
RCpolyG3A,0x8011AFCC,4,5,6,0x8011AFCC(4);0x8002AA28(2);0x8002C01C(2);0x8011B0D8(2);0x8011B624(2)
RCpolyG4,0x8011C214,4,5,6,0x8011C214(4);0x8002BC70(2);0x8002D264(2);0x8011C320(2);0x8011C86C(2)
RCpolyG4A,0x8011C21C,4,5,6,0x8011C21C(4);0x8002BC78(2);0x8002D26C(2);0x8011C328(2);0x8011C874(2)
RCpolyGT3,0x8011B3D4,4,5,6,0x8011B3D4(4);0x8002AE30(2);0x8002C424(2);0x8011B4E0(2);0x8011BA2C(2)
RCpolyGT3A,0x8011B3DC,4,5,6,0x8011B3DC(4);0x8002AE38(2);0x8002C42C(2);0x8011B4E8(2);0x8011BA34(2)
RCpolyGT4,0x8011C764,4,5,6,0x8011C764(4);0x8002C1C0(2);0x8002D7B4(2);0x8011C870(2);0x8011CDBC(2)
RCpolyGT4A,0x8011C76C,4,5,6,0x8011C76C(4);0x8002C1C8(2);0x8002D7BC(2);0x8011C878(2);0x8011CDC4(2)
READ,0x80027CAC,2,2,2,0x80027CAC(2);0x80090674(2)
READINITPADFLAG,0x80082C44,2,1,1,0x80082C44(2)
REGISTERS,0x80025D88,2,1,1,0x80025D88(2)
RESETCALLBACK,0x80010F04,2,5,5,0x80010F04(2);0x80018ECC(2);0x80026D30(2);0x800820E8(2);0x8008F710(2)
RESETENTRYINT,0x80011A3C,2,5,5,0x80011A3C(2);0x80019A14(2);0x80027C5C(2);0x80082BD8(2);0x80090614(2)
RESETGRAPH,0x80012790,2,5,5,0x80012790(2);0x8001B0D4(2);0x80029760(2);0x80084758(2);0x80091F04(2)
RESETRCNT,0x800316F0,2,2,2,0x800316F0(2);0x80097B18(2)
RESTARTCALLBACK,0x80011028,2,5,5,0x80011028(2);0x80018FF0(2);0x80026E54(2);0x8008220C(2);0x8008F834(2)
RETURNFROMEXCEPTION,0x80011A2C,2,5,5,0x80011A2C(2);0x80019A04(2);0x80027C4C(2);0x80082BC8(2);0x80090604(2)
RINGBUFFER,0x800BA040,2,1,1,0x800BA040(2)
RND,0x800167D4,2,1,1,0x800167D4(2)
RSIN,0x80027EB4,2,1,1,0x80027EB4(2)
RSIN_TBL,0x8003A9B8,2,1,1,0x8003A9B8(2)
RUN,0x800C0848,2,1,1,0x800C0848(2)
ReadInitPadFlag,0x801200C0,4,8,9,0x801200C0(4);0x800128FC(2);0x80015A24(2);0x80017214(2);0x8001B7A4(2);0x80037AB8(2);0x801201CC(2);0x80120718(2)
ReadSZfifo3,0x801154F4,4,5,6,0x801154F4(4);0x80025054(2);0x80026670(2);0x80115600(2);0x80115B4C(2)
ReadSZfifo4,0x801180C4,4,5,6,0x801180C4(4);0x80027B48(2);0x80029150(2);0x801181D0(2);0x8011871C(2)
ReadTIM,0x80017348,2,1,1,0x80017348(2)
ReadTMD,0x800173F0,2,1,1,0x800173F0(2)
ResetCallback,0x80017330,4,19,21,0x80017330(4);0x80120824(4);0x800108BC(2);0x80010A14(2);0x80010ECC(2);0x80010FB8(2);0x80010FE0(2);0x80011050(2);0x8001154C(2);0x80017574(2);0x80017A08(2);0x800194B0(2);0x8001B8AC(2);0x8001BF18(2);0x8001C848(2);0x8001DAF0(2);0x8001EC2C(2);0x80120930(2);0x80120E7C(2)
ResetEntryInt,0x80017A60,4,17,19,0x80017A60(4);0x80120F14(4);0x80011C8C(2);0x80011D70(2);0x80011EC8(2);0x800159B8(2);0x800160FC(2);0x80017CB4(2);0x800180F8(2);0x80019BF0(2);0x8001BFEC(2);0x8001C608(2);0x8001F36C(2);0x800362B4(2);0x800378D0(2);0x80121020(2);0x8012156C(2)
ResetGraph,0x80013E40,4,17,19,0x80013E40(4);0x801043F4(4);0x80011E20(2);0x80012788(2);0x80012C24(2);0x800131B8(2);0x80013414(2);0x800141A8(2);0x80014220(2);0x80014294(2);0x800144A8(2);0x80014500(2);0x8001BA84(2);0x800327D8(2);0x80033BAC(2);0x801042F0(2);0x80104A4C(2)
ResetRCnt,0x8001AD1C,2,4,4,0x8001AD1C(2);0x80026680(2);0x80036454(2);0x80037A70(2)
RestartCallback,0x80017454,4,17,19,0x80017454(4);0x80120948(4);0x800109E0(2);0x80010B38(2);0x800110DC(2);0x80011174(2);0x80011670(2);0x80017698(2);0x80017B2C(2);0x800195D4(2);0x8001B9D0(2);0x8001C03C(2);0x8001C96C(2);0x8001DC14(2);0x8001ED50(2);0x80120A54(2);0x80120FA0(2)
ReturnFromException,0x80017A50,4,19,21,0x80017A50(4);0x80120F04(4);0x8001102C(2);0x80011184(2);0x8001149C(2);0x80011698(2);0x80011C7C(2);0x800159A8(2);0x800160EC(2);0x80017CA4(2);0x800180E8(2);0x80019BE0(2);0x8001BFDC(2);0x8001C5F8(2);0x8001F35C(2);0x800362A4(2);0x800378C0(2);0x80121010(2);0x8012155C(2)
Rot,0x80085F88,2,2,2,0x80085F88(2);0x800882C8(2)
RotAverage3,0x80116274,4,5,6,0x80116274(4);0x80025D88(2);0x800273A0(2);0x80116380(2);0x801168CC(2)
RotAverageNclip3,0x80115AE4,4,5,6,0x80115AE4(4);0x80025638(2);0x80026C50(2);0x80115BF0(2);0x8011613C(2)
RotAverageNclip4,0x801180E4,4,5,6,0x801180E4(4);0x80027B68(2);0x80029170(2);0x801181F0(2);0x8011873C(2)
RotAverageNclipColorCol3,0x80115514,4,5,6,0x80115514(4);0x80025074(2);0x80026690(2);0x80115620(2);0x80115B6C(2)
RotAverageNclipColorDpq3,0x80115824,4,5,6,0x80115824(4);0x8002537C(2);0x80026998(2);0x80115930(2);0x80115E7C(2)
RotAverageNclipColorDpq3_1,0x80116FE4,4,5,6,0x80116FE4(4);0x80026A7C(2);0x80028098(2);0x801170F0(2);0x8011763C(2)
RotMatrix,0x80016CFC,4,6,8,0x80016CFC(4);0x80111ED4(4);0x800212D4(2);0x8002291C(2);0x80111FE0(2);0x8011252C(2)
RotMatrixYXZ,0x80018EE4,2,1,1,0x80018EE4(2)
RotTransPers,0x80016CCC,4,6,8,0x80016CCC(4);0x80119834(4);0x800292AC(2);0x8002A8A8(2);0x80119940(2);0x80119E8C(2)
RotV,0x80086EB0,2,2,2,0x80086EB0(2);0x800891F0(2)
Rotation,0x801A40B8,4,3,4,0x801A40B8(4);0x801A41C0(2);0x801B2470(2)
Rotation2,0x801A4168,4,3,4,0x801A4168(4);0x801A4270(2);0x801B2520(2)
S3M_MODE,0x8008EB90,2,1,1,0x8008EB90(2)
SAVE_FAIL,0x80020F38,2,1,1,0x80020F38(2)
SAVE_GRAPHIC,0x8001E328,2,1,1,0x8001E328(2)
SAVE_OK,0x80021248,2,1,1,0x80021248(2)
SAVE_SCREEN,0x8001E9F0,2,1,1,0x8001E9F0(2)
SELECTED,0x800A21EC,2,1,1,0x800A21EC(2)
SENDVAGSTORAM,0x8008C584,2,1,1,0x8008C584(2)
SEQ,0x800A22E6,2,1,1,0x800A22E6(2)
SEQDATA,0x8007E730,2,1,1,0x8007E730(2)
SEQ_TABLE,0x800C59A8,2,1,1,0x800C59A8(2)
SETBACKCOLOR,0x80011B1C,2,3,3,0x80011B1C(2);0x80028010(2);0x80083228(2)
SETBLOCKFILL,0x800123E4,2,4,4,0x800123E4(2);0x8001ACDC(2);0x80029368(2);0x80091B0C(2)
SETDEFDISPENV,0x80011EA8,2,5,5,0x80011EA8(2);0x80019D00(2);0x8002838C(2);0x800835BC(2);0x80090B08(2)
SETDEFDRAWENV,0x80011DD8,2,5,5,0x80011DD8(2);0x80019C30(2);0x800282BC(2);0x80083508(2);0x80090A38(2)
SETDISPMASK,0x80012B90,2,5,5,0x80012B90(2);0x8001B4D8(2);0x80029B64(2);0x80084A3C(2);0x80092308(2)
SETDRAWAREA,0x80013934,2,5,5,0x80013934(2);0x8001C318(2);0x8002A9A4(2);0x800857D4(2);0x80093148(2)
SETDRAWENV,0x80013A7C,2,5,5,0x80013A7C(2);0x8001C460(2);0x8002AAEC(2);0x80085938(2);0x80093290(2)
SETDRAWLOAD,0x800124C8,2,5,5,0x800124C8(2);0x8001AE04(2);0x80029490(2);0x80084508(2);0x80091C34(2)
SETDRAWMODE,0x80013A24,2,5,5,0x80013A24(2);0x8001C408(2);0x8002AA94(2);0x800858E4(2);0x80093238(2)
SETDRAWMOVE,0x800123F8,2,5,5,0x800123F8(2);0x8001ADA4(2);0x80029430(2);0x800844A8(2);0x80091BD4(2)
SETDRAWOFFSET,0x800139B8,2,5,5,0x800139B8(2);0x8001C39C(2);0x8002AA28(2);0x80085854(2);0x800931CC(2)
SETDRAWSTP,0x800858BC,2,1,1,0x800858BC(2)
SETDRAWTPAGE,0x80012414,2,5,5,0x80012414(2);0x8001ACF0(2);0x8002937C(2);0x8008447C(2);0x80091B20(2)
SETDUMPFNT,0x80019D3C,2,4,4,0x80019D3C(2);0x800283C8(2);0x800835F8(2);0x80090B6C(2)
SETFRQ,0x8008CA0C,2,1,1,0x8008CA0C(2)
SETGEOMOFFSET,0x80011B3C,2,3,3,0x80011B3C(2);0x80028030(2);0x80083248(2)
SETGEOMSCREEN,0x80011B5C,2,3,3,0x80011B5C(2);0x80028050(2);0x80083268(2)
SETGRAPHDEBUG,0x800129FC,2,5,5,0x800129FC(2);0x8001B344(2);0x800299D0(2);0x800848CC(2);0x80092174(2)
SETGRAPHQUEUE,0x80012A68,2,5,5,0x80012A68(2);0x8001B3B0(2);0x80029A3C(2);0x80084928(2);0x800921E0(2)
SETGRAPHREVERSE,0x800128E8,2,4,4,0x800128E8(2);0x8001B230(2);0x800298BC(2);0x80092060(2)
SETINITPADFLAG,0x80082C38,2,1,1,0x80082C38(2)
SETINSTR,0x8008A020,2,1,1,0x8008A020(2)
SETINTRMASK,0x80011080,2,5,5,0x80011080(2);0x80019048(2);0x80026EAC(2);0x80082264(2);0x8008F88C(2)
SETJMP,0x800154FC,2,5,5,0x800154FC(2);0x8001E04C(2);0x80038094(2);0x80088568(2);0x8009F8C4(2)
SETLINEF2,0x8001233C,2,5,5,0x8001233C(2);0x8001AC34(2);0x800292C0(2);0x800843D4(2);0x80091A64(2)
SETLINEF3,0x80012364,2,5,5,0x80012364(2);0x8001AC5C(2);0x800292E8(2);0x800843FC(2);0x80091A8C(2)
SETLINEF4,0x800123A4,2,5,5,0x800123A4(2);0x8001AC9C(2);0x80029328(2);0x8008443C(2);0x80091ACC(2)
SETLINEG2,0x80012350,2,5,5,0x80012350(2);0x8001AC48(2);0x800292D4(2);0x800843E8(2);0x80091A78(2)
SETLINEG3,0x80012384,2,5,5,0x80012384(2);0x8001AC7C(2);0x80029308(2);0x8008441C(2);0x80091AAC(2)
SETLINEG4,0x800123C4,2,5,5,0x800123C4(2);0x8001ACBC(2);0x80029348(2);0x8008445C(2);0x80091AEC(2)
SETNOTE,0x80089F4C,2,1,1,0x80089F4C(2)
SETPER,0x8008A11C,2,1,1,0x8008A11C(2)
SETPOLYF3,0x80012210,2,5,5,0x80012210(2);0x8001AB08(2);0x80029194(2);0x800842A8(2);0x80091938(2)
SETPOLYF4,0x80012260,2,5,5,0x80012260(2);0x8001AB58(2);0x800291E4(2);0x800842F8(2);0x80091988(2)
SETPOLYFT3,0x80012224,2,5,5,0x80012224(2);0x8001AB1C(2);0x800291A8(2);0x800842BC(2);0x8009194C(2)
SETPOLYFT4,0x80012274,2,5,5,0x80012274(2);0x8001AB6C(2);0x800291F8(2);0x8008430C(2);0x8009199C(2)
SETPOLYG3,0x80012238,2,5,5,0x80012238(2);0x8001AB30(2);0x800291BC(2);0x800842D0(2);0x80091960(2)
SETPOLYG4,0x80012288,2,5,5,0x80012288(2);0x8001AB80(2);0x8002920C(2);0x80084320(2);0x800919B0(2)
SETPOLYGT3,0x8001224C,2,5,5,0x8001224C(2);0x8001AB44(2);0x800291D0(2);0x800842E4(2);0x80091974(2)
SETPOLYGT4,0x8001229C,2,5,5,0x8001229C(2);0x8001AB94(2);0x80029220(2);0x80084334(2);0x800919C4(2)
SETPRIORITY,0x800139FC,2,5,5,0x800139FC(2);0x8001C3E0(2);0x8002AA6C(2);0x80085894(2);0x80093210(2)
SETRCNT,0x800315B0,2,2,2,0x800315B0(2);0x800979D8(2)
SETSEMITRANS,0x800121C0,2,5,5,0x800121C0(2);0x8001AAB8(2);0x80029144(2);0x80084258(2);0x800918E8(2)
SETSHADETEX,0x800121E8,2,5,5,0x800121E8(2);0x8001AAE0(2);0x8002916C(2);0x80084280(2);0x80091910(2)
SETSPRT,0x800122D8,2,5,5,0x800122D8(2);0x8001ABD0(2);0x8002925C(2);0x80084370(2);0x80091A00(2)
SETSPRT16,0x800122C4,2,5,5,0x800122C4(2);0x8001ABBC(2);0x80029248(2);0x8008435C(2);0x800919EC(2)
SETSPRT8,0x800122B0,2,5,5,0x800122B0(2);0x8001ABA8(2);0x80029234(2);0x80084348(2);0x800919D8(2)
SETTEXWINDOW,0x800138F8,2,5,5,0x800138F8(2);0x8001C2DC(2);0x8002A968(2);0x8008579C(2);0x8009310C(2)
SETTILE,0x80012328,2,5,5,0x80012328(2);0x8001AC20(2);0x800292AC(2);0x800843C0(2);0x80091A50(2)
SETTILE1,0x800122EC,2,5,5,0x800122EC(2);0x8001ABE4(2);0x80029270(2);0x80084384(2);0x80091A14(2)
SETTILE16,0x80012314,2,5,5,0x80012314(2);0x8001AC0C(2);0x80029298(2);0x800843AC(2);0x80091A3C(2)
SETTILE8,0x80012300,2,5,5,0x80012300(2);0x8001ABF8(2);0x80029284(2);0x80084398(2);0x80091A28(2)
SETVIDEOMODE,0x800119E4,2,5,5,0x800119E4(2);0x800199AC(2);0x80027810(2);0x80082B68(2);0x80090B44(2)
SETVOL,0x8008C9E0,2,1,1,0x8008C9E0(2)
SET_GAMEICONS,0x8002596C,2,1,1,0x8002596C(2)
SILENCEXM,0x8008CA2C,2,1,1,0x8008CA2C(2)
SIN_1,0x80027EF0,2,1,1,0x80027EF0(2)
SIN_CALC_STEPSIZE,0x800226CC,2,1,1,0x800226CC(2)
SIN_INTER_POINT,0x80022738,2,1,1,0x80022738(2)
SJIS2ASCII,0x8001C7A4,2,2,2,0x8001C7A4(2);0x8008EB50(2)
SJISCHAR,0x8003958C,2,2,2,0x8003958C(2);0x8009F934(2)
SMALL_TUNE,0x80026A38,2,1,1,0x80026A38(2)
SND_SETPLAYMODE,0x80097554,2,1,1,0x80097554(2)
SONG_ID1,0x8008EB8C,2,1,1,0x8008EB8C(2)
SPE,0x800896B8,2,1,1,0x800896B8(2)
SPINNY,0x8001D68C,2,1,1,0x8001D68C(2)
SPOWER_LINE,0x800133A8,2,1,1,0x800133A8(2)
SPRINTF,0x80038134,2,1,1,0x80038134(2)
SPUCLEARREVERBWORKAREA,0x80037950,2,2,2,0x80037950(2);0x8009F180(2)
SPUCOMMONERROR,0x80076CD8,2,3,3,0x80076CD8(2);0x800963F8(2);0x800C4B5C(2)
SPUFLUSH,0x8008DACC,2,1,1,0x8008DACC(2)
SPUFREE,0x8008DA4C,2,1,1,0x8008DA4C(2)
SPUGETALLKEYSSTATUS,0x8008E110,2,1,1,0x8008E110(2)
SPUINIT,0x800357E8,2,3,3,0x800357E8(2);0x800877A8(2);0x8009D008(2)
SPUINITMALLOC,0x8003654C,2,3,3,0x8003654C(2);0x800884C8(2);0x8009DD7C(2)
SPUISTRANSFERCOMPLETED,0x80037BE4,2,3,3,0x80037BE4(2);0x8008DF7C(2);0x8009F414(2)
SPUMALLOC,0x800365A0,2,3,3,0x800365A0(2);0x8008D47C(2);0x8009DDD0(2)
SPURGETALLKEYSSTATUS,0x8008E03C,2,1,1,0x8008E03C(2)
SPUSETCOMMONATTR,0x80037CD0,2,2,2,0x80037CD0(2);0x8009F500(2)
SPUSETCOMMONMASTERVOLUME,0x80088528,2,1,1,0x80088528(2)
SPUSETKEY,0x8008DCCC,2,1,1,0x8008DCCC(2)
SPUSETNOISEVOICE,0x80036B68,2,2,2,0x80036B68(2);0x8009E398(2)
SPUSETREVERB,0x80036D94,2,2,2,0x80036D94(2);0x8009E5C4(2)
SPUSETREVERBMODEPARAM,0x80036F70,2,2,2,0x80036F70(2);0x8009E7A0(2)
SPUSETTRANSFERMODE,0x80037BB0,2,3,3,0x80037BB0(2);0x8008DF4C(2);0x8009F3E0(2)
SPUSETTRANSFERSTARTADDR,0x80037B5C,2,3,3,0x80037B5C(2);0x8008DEEC(2);0x8009F38C(2)
SPUSETVOICEATTR,0x8008E28C,2,1,1,0x8008E28C(2)
SPUSETVOICEPITCH,0x8008E21C,2,1,1,0x8008E21C(2)
SPUSETVOICEVOLUME,0x8008E19C,2,1,1,0x8008E19C(2)
SPUSTART,0x80035900,2,3,3,0x80035900(2);0x800878B0(2);0x8009D120(2)
SPUVMALLOC,0x80033304,2,2,2,0x80033304(2);0x8009A8CC(2)
SPUVMDAMPEROFF,0x80099A18,2,1,1,0x80099A18(2)
SPUVMDAMPERON,0x80099A28,2,1,1,0x80099A28(2)
SPUVMDOALLOCATE,0x8003356C,2,2,2,0x8003356C(2);0x8009AB34(2)
SPUVMFLUSH,0x80033780,2,2,2,0x80033780(2);0x80099A3C(2)
SPUVMGETSEQLVOL,0x80035058,2,2,2,0x80035058(2);0x8009C24C(2)
SPUVMGETSEQRVOL,0x800350A8,2,2,2,0x800350A8(2);0x8009C29C(2)
SPUVMGETSEQVOL,0x80034FEC,2,2,2,0x80034FEC(2);0x8009C1E0(2)
SPUVMINIT,0x80033B38,2,2,2,0x80033B38(2);0x80099DF4(2)
SPUVMKEYOFF,0x8009A658,2,1,1,0x8009A658(2)
SPUVMKEYOFFNOW,0x80034510,2,2,2,0x80034510(2);0x8009B410(2)
SPUVMKEYON,0x8009A104,2,1,1,0x8009A104(2)
SPUVMKEYONNOW,0x800345E0,2,2,2,0x800345E0(2);0x8009B4E0(2)
SPUVMMAXVOICE,0x80054A50,2,2,2,0x80054A50(2);0x800A68E0(2)
SPUVMPBVOICE,0x8009B9C4,2,1,1,0x8009B9C4(2)
SPUVMPITCHBEND,0x8009BBC8,2,1,1,0x8009BBC8(2)
SPUVMSEKEYOFF,0x8009A890,2,1,1,0x8009A890(2)
SPUVMSEKEYON,0x8009A7A4,2,1,1,0x8009A7A4(2)
SPUVMSELECTTONEANDVAG,0x8009C388,2,1,1,0x8009C388(2)
SPUVMSEQKEYOFF,0x800350F8,2,2,2,0x800350F8(2);0x8009C2EC(2)
SPUVMSETSEQVOL,0x80034AC4,2,2,2,0x80034AC4(2);0x8009BCB8(2)
SPUVMSETVOL,0x8009C43C,2,1,1,0x8009C43C(2)
SPUVMVSETUP,0x80035194,2,2,2,0x80035194(2);0x8009C9B4(2)
SPUWRITE,0x80037AFC,2,3,3,0x80037AFC(2);0x8008DE8C(2);0x8009F32C(2)
SPU_MALLOC_REC,0x80095FF0,2,1,1,0x80095FF0(2)
SQRT,0x801238F0,4,5,6,0x801238F0(4);0x80044AE4(2);0x80046568(2);0x801239FC(2);0x80123E78(2)
SSEND,0x80094E5C,2,1,1,0x80094E5C(2)
SSFCALL,0x80054A60,2,2,2,0x80054A60(2);0x800A68E8(2)
SSINIT,0x80031114,2,2,2,0x80031114(2);0x80094F20(2)
SSSEPPLAY,0x8009751C,2,1,1,0x8009751C(2)
